English_Name,Chinese_Name,Gender,Alignment,Power_Type,Detailed_Power,MCU_Presence,Movie_Count,Primary_Team,Mentor_CN,Risk_Level,Social_Style,hero,degree_score,betweenness_score,faction_id,Cross_Index,Loyalty_Score
SKIN/ANGELO ESPINOSA,皮肤/安吉洛·埃斯皮诺萨,男,正派,变异,皮肤可拉伸、变形并硬化，能覆盖物体或作为武器，具有超强韧性和再生能力。,否,0,X战警,X教授,3,团队合作者,SKIN/ANGELO ESPINOSA,0.0353802992518703,0.0015046259465898,4,0.7648824607227789,0.2775330396475771
PIP/PRINCE GOFERN,皮普/戈芬王子,男,正派,宇宙能量,拥有宇宙能量赋予的飞行、能量投射、超强力量与耐力，并能进行跨维度感知与旅行。,否,0,永恒族,萨卡,3,幽默风趣,PIP/PRINCE GOFERN,0.0353802992518703,0.0002771877403142,14,0.5337023897703793,0.3920704845814978
TRAPSTER/PETER PETRU,陷阱大师/彼得·佩特鲁,男,反派,科技,擅长制造和部署各种高科技陷阱、粘合剂、爆炸装置，无超能力但技术精湛。,否,0,邪恶大师,无明确核心导师,4,狡猾/技术宅/雇佣兵,TRAPSTER/PETER PETRU,0.0353802992518703,0.0004967138067486,5,0.7353709407040661,0.20704845814977973
WRECKER III/DIRK GAR,破坏者III/德克·加尔,男,反派,科技,使用高科技武器和装备进行破坏，拥有增强的力量和耐力，擅长使用能量武器和重型工具。,否,0,破坏者帮,无明确核心导师,5,团队合作,WRECKER III/DIRK GAR,0.0353802992518703,0.0003848628125333,5,0.6386885501539901,0.23788546255506607
DESTINY II/IRENE ADL,命运II/艾琳·阿德尔,女,反派,魔法,拥有预知未来的能力，通过魔法书《命运之书》窥视时间线，能预见并操纵事件走向。,否,0,地狱火俱乐部,塞勒涅,8,孤傲,DESTINY II/IRENE ADL,0.0353802992518703,0.0004028048263013,4,0.6867958364196327,0.13215859030837004
GAMORA,卡魔拉,女,正派,变异/格斗,经过基因改造，拥有超人的力量、速度、敏捷和自愈能力，精通各种武器和格斗技巧。,是,4,银河护卫队,灭霸,6,孤傲/团队核心,GAMORA,0.0350685785536159,0.0001876688037015,14,0.523452380952381,0.36444444444444446
PUPPET MASTER/PHILLI,傀儡大师/菲利普·马斯特斯,男,反派,科技/魔法,通过特殊黏土制作傀儡，能远程操控他人思想和行动，甚至控制超级英雄。,否,0,邪恶大师/九头蛇,无明确导师,6,孤傲/操控者,PUPPET MASTER/PHILLI,0.0350685785536159,0.0006131168722747,5,0.604484126984127,0.17777777777777778
"BALLANTINE, KAYLA",凯拉·巴兰坦,女,正派,科技,作为神盾局特工，她精通高科技装备和战术格斗，擅长情报分析和秘密行动，没有超自然能力。,否,0,神盾局,尼克·弗瑞,3,团队核心,"BALLANTINE, KAYLA",0.0349127182044887,0.0006779057549854,14,0.7098014093529789,0.34375
"JONES, GABE",加布·琼斯,男,正派,格斗,前美国陆军士兵，无超能力，但拥有出色的格斗技巧、军事战术和领导能力，是神盾局特工。,否,0,神盾局,尼克·弗瑞,3,团队核心,"JONES, GABE",0.0349127182044887,0.0005293827975946,0,0.6997918001281229,0.29910714285714285
TORPEDO III/BROCK JO,鱼雷III/布洛克·乔,男,反派,科技,穿戴高科技潜水服，具备水下高速移动、水下呼吸、增强力量及发射能量冲击波的能力。,否,0,无固定核心阵营，常作为雇佣兵或独立反派活动,无,4,孤傲,TORPEDO III/BROCK JO,0.0347568578553615,0.0009677474937478,14,0.5474083949420272,0.17040358744394618
GLADIATOR II,角斗士二世,男,反派,变异,拥有超人的力量、速度、耐力和飞行能力，以及能量投射和热视线等攻击手段。,否,0,无固定阵营，常作为雇佣兵或反派出现,无明确导师,7,孤傲,GLADIATOR II,0.0344451371571072,0.0010978086392403,9,0.6291649526943645,0.06334841628959276
LONGSHOT,长射,男,正派,变异,拥有概率操控能力，能影响事件发生的可能性，使其偏向有利方向。同时具备超强敏捷、反射神经和投掷技巧。,否,0,X战警,魔形女,4,乐观冒险,LONGSHOT,0.0344451371571072,0.0080153963177161,4,0.6851501439736734,0.3257918552036199
"HOGAN, HAROLD J. HAP",哈罗德·J·“快乐”·霍根,男,正派,格斗,无超能力，但具备专业级拳击手和保镖的格斗技巧、体能和战术素养。,是,约6部,斯塔克工业/神盾局关联人员,托尼·斯塔克（钢铁侠）,2,忠诚伙伴/幽默可靠,"HOGAN, HAROLD J. HAP",0.03428927680798,0.000775283102831,0,0.7698630136986302,0.2636363636363636
MANDARIN,满大人,男,反派,科技,通过十枚外星科技戒指获得多种超能力，包括能量投射、物质操控、心灵控制等。,是,1,十戒帮,无,8,孤傲,MANDARIN,0.03428927680798,0.000649830352667,0,0.6883354088833541,0.21818181818181817
ZEUS,宙斯,男,中立,神力,奥林匹斯众神之王，拥有超人的力量、速度、耐力，能操控雷电和天气，近乎不朽。,是,1,奥林匹斯众神,无,9,孤傲,ZEUS,0.0341334164588528,0.0005702900109197,5,0.6856855598843785,0.0547945205479452
RED GHOST/IVAN KRAGO,红幽灵/伊万·克拉戈,男,反派,科技,苏联科学家，通过实验获得心灵感应能力，能控制三只经过强化的太空猿猴，使用先进武器作战。,否,0,无固定阵营（曾为苏联特工，后独立行动）,无,5,孤傲,RED GHOST/IVAN KRAGO,0.0338216957605985,0.000400706662436,14,0.5297832394606588,0.21658986175115208
JOCASTA,乔卡斯塔,非人类,正派,科技,由奥创创造的女性机器人，拥有超级力量、飞行能力、能量发射和快速信息处理能力，常协助复仇者联盟。,否,0,复仇者联盟,奥创,3,忠诚助手,JOCASTA,0.0336658354114713,0.0008832170125745,14,0.5717484926787253,0.4675925925925926
SYNCH/EVERETT THOMAS,同步/埃弗里特·托马斯,男,正派,变异,能同步并复制周围变种人的超能力，范围可达数英里，并能同时使用多种能力。,否,0,X战警,暴风女,4,团队核心,SYNCH/EVERETT THOMAS,0.0335099750623441,0.0013427773493329,4,0.7461421430123887,0.30697674418604654
THINKER,思考者,男,反派,科技,通过脑波增强装置获得超级智力、心灵感应和精神控制能力，能操控他人思想和电子设备。,否,0,邪恶大师,无,6,孤傲,THINKER,0.0333541147132169,0.0007062404461892,6,0.660787152823483,0.22429906542056074
SHATTERSTAR II/GAVEE,碎星二代/加维,男,正派,变异,拥有超人类力量、速度、敏捷性和耐力，能发射能量冲击波，精通多种格斗技巧。,否,0,X战警,金刚狼,4,团队核心,SHATTERSTAR II/GAVEE,0.0331982543640897,0.0003521495354657,4,0.7018336433696519,0.3051643192488263
HYDROMAN/MORRIE BENC,水人/莫里·本奇,男,反派,变异,身体可转化为液态水，控制水流进行攻击、防御和移动，免疫物理伤害。,否,0,邪恶六人组,章鱼博士,5,孤傲,HYDROMAN/MORRIE BENC,0.0331982543640897,0.0005196941364092,18,0.7282753122508636,0.24882629107981222
CALIBAN/,卡利班,非人类,反派,变异,拥有感知变种人位置的能力，并能追踪变种人，自身具有超强适应力。,是,1,天启四骑士,天启,4,孤傲,CALIBAN/,0.0330423940149625,0.0005713697318602,4,0.6520164535455601,0.15566037735849056
THUNDERBALL/DR. ELIO,雷球/埃利奥博士,男,反派,科技,使用高科技重力控制装置，能操纵重力场攻击敌人或制造防御屏障。,否,0,邪恶大师,无明确核心导师,5,团队协作,THUNDERBALL/DR. ELIO,0.0328865336658354,0.0002611553216541,5,0.6527646129541864,0.2132701421800948
"KELLY, SEN. ROBERT E",罗伯特·E·凯利参议员,男,反派,格斗,无超能力，依靠政治权力和影响力推动反变种人法案，擅长政治操纵和舆论引导。,否,0,美国政府/反变种人阵营,无,4,政客/煽动者,"KELLY, SEN. ROBERT E",0.0328865336658354,0.0005113376756698,4,0.6955089144662605,0.14218009478672985
FIREBIRD/BONITA JUAR,火鸟/博妮塔·胡尔,女,正派,神力,拥有飞行、能量投射、火焰操控、超强力量与耐力，以及治愈能力，源自美洲原住民神灵的祝福。,否,0,复仇者联盟,无明确核心导师,4,团队核心,FIREBIRD/BONITA JUAR,0.0327306733167082,0.0003276126869433,14,0.4870357712462976,0.5333333333333333
COUNTERWEIGHT II/KAT,平衡者II/凯特,女,正派,科技,通过先进外骨骼装甲增强力量、速度和防御，配备能量武器和战术分析系统，执行高难度特种任务。,否,0,神盾局,尼克·弗瑞,4,团队核心,COUNTERWEIGHT II/KAT,0.0327306733167082,0.000659626360298,6,0.7233538391433127,0.3142857142857143
CHAMBER/JONOTHON STA,钱伯/乔纳森·斯塔,男,正派,变异,体内能产生强大能量爆炸，胸口和喉咙有能量核心，可发射能量冲击波，具有飞行能力。,否,0,X战警,X教授,4,孤傲,CHAMBER/JONOTHON STA,0.032574812967581,0.0013697261901538,4,0.7741994847258005,0.2679425837320574
PEATOR,皮特,男,正派,变异,拥有超强自愈能力和骨骼再生能力，可快速恢复任何伤势，包括致命伤。,否,0,X战警,X教授,3,团队核心,PEATOR,0.032574812967581,0.0002027898868177,14,0.4981597350018403,0.5023923444976076
VASHTI,瓦什蒂,女,反派,变异,拥有超强体能、飞行能力、能量投射和心灵感应，是克里帝国（Kree）的超级战士。,否,0,克里帝国,至高智慧,7,孤傲,VASHTI,0.032574812967581,0.0007284580204236,5,0.7208778064041221,0.15789473684210525
LEECH,水蛭,男,正派,变异,能抑制周围变种人的超能力，使其暂时失效，但对非变种人无效。,否,0,X战警,X教授,2,内向依赖,LEECH,0.0324189526184538,0.0007730756504994,4,0.6854329245633594,0.35096153846153844
MISTER HYDE/CALVIN Z,海德先生/卡尔文·扎博,男,反派,变异,通过化学药剂获得超强力量、耐力与再生能力，但会失去理智，体型巨大化。,否,0,无固定阵营，常作为雇佣反派或独立行动,无明确导师,6,孤傲/易怒,MISTER HYDE/CALVIN Z,0.0322630922693266,0.0003633392176435,0,0.6713099760799213,0.2753623188405797
IGOR,伊戈尔,非人类,反派,科技,作为钢铁侠的反派装甲，拥有强大火力、飞行能力和能量武器，由人工智能控制，无自主意识。,否,0,无,无,6,无社交,IGOR,0.0322630922693266,0.0001885695795497,14,0.4892359645420008,0.22705314009661837
MIKHLO,米克洛,男,反派,变异,拥有超强再生能力，身体可快速修复损伤，并具备超越常人的力量与耐力。,否,0,无固定阵营,无,6,孤傲,MIKHLO,0.0322630922693266,0.0001885695795497,14,0.4892359645420008,0.22705314009661837
DEADPOOL/JACK/WADE W,死侍/韦德·威尔逊,男,中立,变异,拥有超强自愈因子，几乎不死，精通各种格斗技巧和武器使用，经常打破第四面墙与观众互动。,是,3,X特攻队,无固定导师,7,话痨/混乱中立/打破第四面墙,DEADPOOL/JACK/WADE W,0.0322630922693266,0.0048618315142877,4,0.8416584587964917,0.014492753623188406
"MADDICKS, ARTHUR ART",亚瑟·阿特·马迪克斯,男,反派,变异,能够通过接触吸收他人生命力，转化为自身能量并延缓衰老，但需定期补充。,否,0,无固定阵营,无,4,孤僻,"MADDICKS, ARTHUR ART",0.0319513715710723,0.0007709344937214,4,0.6964131994261119,0.15609756097560976
SPIRAL,螺旋,女,反派,魔法,精通传送魔法，拥有六只手臂，擅长剑术和幻术，能操控现实和时空。,否,0,无固定核心阵营（常为雇佣兵或反派组织成员）,无明确核心导师,7,孤傲/雇佣兵,SPIRAL,0.0319513715710723,0.0010689153698289,4,0.6538020086083214,0.13170731707317074
"LUMPKIN, WILLIAM WIL",威廉·威尔·伦普金,男,正派,科技,天才级工程师和机械师，擅长设计、制造和维护高科技设备，尤其精通神盾局技术系统。,是,约5部,神盾局,尼克·弗瑞,2,团队支持者,"LUMPKIN, WILLIAM WIL",0.0319513715710723,0.0003795355826078,18,0.5822572931611669,0.47804878048780486
WHIPLASH/MARK SCARLO,鞭索/马克·斯卡洛,男,反派,科技,使用自制的电鞭和动力外骨骼装甲，拥有强大的近战攻击和能量输出能力。,是,1,无固定阵营（独立反派）,无,6,孤傲,WHIPLASH/MARK SCARLO,0.0319513715710723,0.000711586545585,0,0.7304638928742229,0.1902439024390244
FIRELORD/PYREUS KRIL,火焰领主/派瑞斯·克里尔,非人类,正派,宇宙能量,作为行星吞噬者的使者，拥有宇宙能量赋予的飞行、能量发射、超强力量与耐力，并能操控火焰与高温。,否,0,行星吞噬者使者,行星吞噬者,7,忠诚执行者,FIRELORD/PYREUS KRIL,0.0319513715710723,0.000338455201797,14,0.6409851745576279,0.43414634146341463
"CORBEAU, DR. PETER",彼得·科博博士,男,正派,科技,作为天文学家，他拥有卓越的智力，并利用科技设备（如望远镜）进行观测和预警，无直接战斗超能力。,否,0,神盾局（S.H.I.E.L.D.）,尼克·弗瑞,2,专业严谨,"CORBEAU, DR. PETER",0.0319513715710723,0.0003945828517173,4,0.6559540889526543,0.3804878048780488
NOMAD III/JACK MONRO,流浪者三世/杰克·门罗,男,正派,科技,使用高科技战斗服，具备飞行、能量发射、增强力量与防御能力，精通战术与格斗技巧。,否,0,美国队长团队/复仇者联盟,美国队长（史蒂夫·罗杰斯）,3,忠诚追随者/团队协作,NOMAD III/JACK MONRO,0.0317955112219451,0.0009220232161675,0,0.7613735149232107,0.2107843137254902
BARON STRUCKER/WOLFG,斯特拉克男爵/沃尔夫冈·冯·斯特拉克,男,反派,科技,无直接超能力，但精通军事战略、科学研究和基因工程，领导九头蛇组织并利用高科技武器和改造士兵作战。,是,2,九头蛇,红骷髅,8,冷酷/阴谋家,BARON STRUCKER/WOLFG,0.0317955112219451,0.0016940885591135,0,0.8014102192601178,0.11274509803921569
"SITWELL, JASPER",贾斯珀·西特韦尔,男,反派,格斗,无超能力，接受过专业特工训练，擅长枪械、格斗和情报分析。,是,3,九头蛇,亚历山大·皮尔斯,3,双重间谍,"SITWELL, JASPER",0.0316396508728179,0.0005590157520784,0,0.7286738526069356,0.18719211822660098
WHIRLWIND/DAVID CANN,旋风/大卫·坎恩,男,反派,变异,通过变异获得超高速旋转能力，可制造旋风、快速移动并增强攻击力，常使用金属爪作为武器。,否,0,邪恶大师,泽莫男爵,4,孤傲,WHIRLWIND/DAVID CANN,0.0316396508728179,0.0001734635107874,14,0.5661610496024971,0.27586206896551724
DEATHBIRD [SHI'AR],死亡鸟,女,反派,变异,拥有超人的力量、速度、耐力、飞行能力、再生能力和能量爪，是希阿帝国皇室成员。,否,0,希阿帝国,无特定核心导师,7,野心勃勃/皇室权谋,DEATHBIRD [SHI'AR],0.0316396508728179,0.0008315005089962,4,0.6597571087157976,0.09359605911330049
TRIATHLON/DELROY GAR,三项全能/德尔罗伊·加尔,男,正派,变异,德尔罗伊·加尔通过外星科技获得超人类体能，包括超级力量、速度、耐力、敏捷性、反射神经和自愈能力，使他成为顶尖的运动员和战士。,否,0,复仇者联盟,尼克·弗瑞,4,团队核心,TRIATHLON/DELROY GAR,0.0316396508728179,0.0002062692177588,0,0.6404916353704335,0.35467980295566504
WHIZZER/ROBERT L. FR,旋风侠/罗伯特·L·弗兰克,男,正派,变异,通过实验血清获得超高速移动能力，能以极快速度奔跑，反应敏捷，但能力不稳定。,否,0,复仇者联盟,美国队长,3,团队合作者,WHIZZER/ROBERT L. FR,0.0314837905236907,0.0002718417998414,14,0.5147236180904522,0.4925373134328358
CORSAIR,海盗,男,正派,科技,星际海盗船长，精通太空战斗、外星科技和战术指挥，无超能力但经验丰富。,否,0,星际海盗（星际海盗团）,无,4,领导型/冒险家,CORSAIR,0.0313279301745635,0.0002855744862489,4,0.5975124378109453,0.39800995024875624
EXECUTIONER II/SKURG,刽子手二世/斯库格,男,反派,变异,拥有超人的力量、耐力和再生能力，能举起约25吨重物，皮肤可抵抗常规武器攻击。,否,0,无固定核心阵营,无,5,孤傲,EXECUTIONER II/SKURG,0.0311720698254364,0.0001908831945388,5,0.6126633165829145,0.215
COUNTERWEIGHT/JACK P,平衡者/杰克·P,男,中立,科技,通过先进外骨骼系统操控重力场，可局部改变物体重量或制造反重力区域，用于战术平衡与干扰。,否,0,无固定阵营,无,4,孤傲,COUNTERWEIGHT/JACK P,0.0310162094763092,0.0006303553247951,6,0.7065123597786914,0.05527638190954774
SILVER SABLE,银貂,女,中立,格斗,世界级格斗家、战术专家、精通多种武器，无超能力但体能和技巧顶尖。,否,0,银貂国际,无,4,孤傲,SILVER SABLE,0.0310162094763092,0.001024481040029,18,0.7575757575757576,0.05527638190954774
LIGHTSPEED/JULIE POW,光速/朱莉·鲍,女,正派,变异,能够以超光速飞行，在高速状态下产生能量场保护自身，并能利用速度进行攻击和防御。,否,0,新勇士,无明确核心导师,3,团队合作者,LIGHTSPEED/JULIE POW,0.0310162094763092,0.0006303553247951,6,0.7065123597786914,0.32160804020100503
MASTER MOLD II,主脑二代,非人类,反派,科技,巨型哨兵机器人制造者，能自我复制、控制哨兵军团、分析变种人基因弱点、具备高级人工智能和战略指挥能力。,否,0,哨兵机器人,玻利瓦尔·崔斯克,9,冷酷无情,MASTER MOLD II,0.0310162094763092,0.0007373116465103,4,0.6785442363331811,0.1306532663316583
MAGMA/AMARA AQUILLA/,熔岩/阿玛拉·阿奎拉,女,正派,变异,能够操控岩浆和火山活动，产生高温熔岩流，并增强自身力量和耐力。,否,0,新变种人,暴风女,4,团队核心,MAGMA/AMARA AQUILLA/,0.030860349127182,0.0002645884580014,4,0.6197508075680664,0.398989898989899
CARGIL/JOANNA CARGIL,乔安娜·卡吉尔,女,反派,变异,拥有超人的力量、耐力、速度和飞行能力，皮肤可抵抗常规攻击。,否,0,邪恶变种人兄弟会,万磁王,6,忠诚执行者,CARGIL/JOANNA CARGIL,0.0307044887780548,0.0003265413490935,4,0.6655961877136641,0.15736040609137056
"STANKOWICZ, FABIAN",法比安·斯坦科维奇,男,正派,格斗,前神盾局特工，精通格斗、枪械和战术，无超能力，依靠训练和装备执行任务。,否,0,神盾局,尼克·弗瑞,3,忠诚可靠,"STANKOWICZ, FABIAN",0.0307044887780548,0.0003757117870027,0,0.6319278980627785,0.36548223350253806
WEREWOLF BY NIGHT/JA,午夜狼人/杰克·拉塞尔,男,正派,变异,在满月时变身为狼人，拥有超强力量、速度、感官和自愈能力，可部分控制变身。,是,1,午夜之子,塔隆,5,孤傲,WEREWOLF BY NIGHT/JA,0.0303927680798004,0.0015932361493235,14,0.5613005551149881,0.5128205128205128
ATTUMA,阿图玛,男,反派,变异,亚特兰蒂斯人，拥有水下呼吸、超强力量、耐力及水下高速移动能力，能操控海洋生物。,否,0,亚特兰蒂斯,纳摩,7,野心勃勃的征服者,ATTUMA,0.0303927680798004,0.0002161609646677,5,0.5937086968014803,0.22564102564102564
KISMET/J'RIDIA STARD,天命/贾里迪亚·斯塔德,女,正派,宇宙能量,拥有宇宙能量，能飞行、发射能量束、感知多元宇宙事件，具备超强力量和再生能力。,否,0,天命者,无明确导师,7,孤傲,KISMET/J'RIDIA STARD,0.0302369077306733,0.0006413894041033,9,0.6354895571817745,0.42783505154639173
GRANDMASTER/EN DWI G,宗师/恩·杜维·加斯特,非人类,中立,宇宙能量,拥有近乎不朽的寿命和宇宙级能量操控能力，能创造维度、操控物质，是宇宙长老之一。,是,1,宇宙长老,无,7,享乐主义/游戏人间,GRANDMASTER/EN DWI G,0.0302369077306733,0.000457581644959,14,0.48667272047433363,0.05670103092783505
MAGUS,马格斯,男,反派,神力,拥有强大的宇宙神力，能操控现实、时间与空间，是亚当术士的邪恶未来版本。,否,0,无固定阵营,无,9,孤傲,MAGUS,0.0302369077306733,4.237702253802484e-05,14,0.427381015971369,0.08247422680412371
CALLISTO,卡利斯托,女,反派,变异,拥有超人的感官，包括超级视觉、听觉、嗅觉和触觉，以及超强的平衡感和反射神经，使其成为顶尖的追踪者和格斗家。,否,0,莫洛克人,无,4,孤傲,CALLISTO,0.0302369077306733,0.0004632262940217,4,0.6492708722824636,0.13917525773195877
AJAK/TECUMOTZIN [ETE,阿贾克/特库莫钦,男,正派,神力,永恒族领袖，拥有超强力量、飞行、能量投射和心灵感应能力，能与其他永恒族成员建立心灵链接。,是,1,永恒族,天神组,6,团队核心,AJAK/TECUMOTZIN [ETE,0.0297693266832917,0.0004718504346119,5,0.5023422430421604,0.5078534031413613
FIREFIST/RUSTY COLLI,火拳/拉斯蒂·科利,男,反派,变异,能够从双手发射强大的火焰能量，产生爆炸和高温冲击波，具备飞行能力。,否,0,无固定核心阵营,无,6,孤傲,FIREFIST/RUSTY COLLI,0.0296134663341645,0.0002184515056097,4,0.6192147034252298,0.17894736842105263
SKIDS/SALLY BLEVINS,滑行者/莎莉·布莱文斯,女,正派,变异,能够生成力场滑行表面，在表面快速滑行并反弹攻击，具备一定能量吸收能力。,否,0,X战警,X教授,3,团队合作者,SKIDS/SALLY BLEVINS,0.0296134663341645,0.000369547485799,4,0.650737956001114,0.30526315789473685
TIGER SHARK/TODD ARL,虎鲨/托德·阿尔,男,反派,变异,通过基因改造获得鲨鱼般的水下生存能力、超强力量、速度和锋利牙齿，可在水中自由呼吸和高速游动。,否,0,邪恶大师,无,6,孤傲,TIGER SHARK/TODD ARL,0.0296134663341645,0.0005381354534612,0,0.6705096073517126,0.21052631578947367
HOBGOBLIN V/JASON PH,第五代绿魔/杰森·菲利普·海登,男,反派,科技,使用绿魔科技装备，包括飞行滑翔翼、南瓜炸弹、强化力量与敏捷的装甲服，无超能力。,否,0,无固定阵营（偶尔与邪恶六人组等反派合作）,无明确导师（继承绿魔身份）,6,孤傲/犯罪策划者,HOBGOBLIN V/JASON PH,0.0296134663341645,0.0009816429479215,18,0.7759398496240602,0.11052631578947368
KARMA/XI'AN COY MANH,业力/西安·科伊·曼,女,正派,变异,心灵感应与精神控制，可同时操控多人意识，但需承受被控者痛苦记忆反噬。,否,0,X战警,X教授,5,内向坚韧,KARMA/XI'AN COY MANH,0.0294576059850374,0.0001567170437334,4,0.6060452549814253,0.3862433862433862
DEATHLOK III/MICHAEL,死亡战士III/迈克尔·柯林斯,男,正派,科技,半机械生化人，拥有超级力量、速度、耐力，配备内置武器系统，具备战术分析能力。,否,0,神盾局,尼克·弗瑞,4,孤傲,DEATHLOK III/MICHAEL,0.0294576059850374,0.0037817002679604,8,0.703253405381065,0.36507936507936506
MR. SINISTER/NATHAN,凶兆先生/纳撒尼尔·埃塞克斯,男,反派,变异/科技,拥有超强智力、基因操控能力、心灵感应、再生能力，并能通过科技手段改造变种人。,否,0,地狱火俱乐部/凶兆之子,天启,9,孤傲/操纵者,MR. SINISTER/NATHAN,0.0293017456359102,0.0012958241582181,4,0.7038343383775174,0.09042553191489362
VIZIER,维齐尔,男,反派,魔法,维齐尔是强大的魔法师，精通各种黑魔法，能操控能量、召唤恶魔，并拥有强大的精神控制能力。,否,0,无固定核心阵营,无,7,孤傲,VIZIER,0.0293017456359102,0.0003792024827945,5,0.690692911594038,0.10638297872340426
HYPERION,亥伯龙,男,正派,神力,拥有超人般的力量、速度、飞行能力、热视线和超级感官，身体强度极高，近乎不朽。,否,0,复仇者联盟,尼克·弗瑞,8,团队核心,HYPERION,0.0293017456359102,0.001268496285735,14,0.6892137899647286,0.32978723404255317
FORGOTTEN ONE/GILGAM,遗忘者/吉尔伽姆,男,正派,神力,拥有不朽生命、超强力量、速度、耐力及飞行能力，是地球最古老的超人类之一，曾参与对抗天神组。,否,0,永恒族,阿贾克,4,孤傲,FORGOTTEN ONE/GILGAM,0.029145885286783,0.0002349470306051,5,0.661319073083779,0.3582887700534759
MAD DOG/COLONEL BUZZ,疯狗/巴兹上校,男,反派,科技,通过改造获得超强体能和反应速度，精通各种武器和战术，是训练有素的士兵和刺客。,否,0,无固定核心阵营，常作为雇佣兵或反派打手出现,无明确核心导师,4,孤傲/雇佣兵,MAD DOG/COLONEL BUZZ,0.029145885286783,0.0005423786211069,14,0.6843194755908228,0.15508021390374332
"ARBOGAST, BAMBI",班比·阿博加斯特,女,正派,科技,作为神盾局特工，她精通情报分析、战术策划和先进科技设备操作，拥有出色的战斗技巧和领导能力。,是,1,神盾局,尼克·弗瑞,3,团队核心,"ARBOGAST, BAMBI",0.029145885286783,0.00075067261662,0,0.7390029325513197,0.28342245989304815
MAN-THING/THEODORE T,类人体/西奥多·萨利斯,非人类,中立,魔法,能感知恐惧并释放酸性触手攻击，与万物之绿相连，可穿越维度。,否,0,午夜之子,无,5,孤傲,MAN-THING/THEODORE T,0.029145885286783,0.0038403548113639,4,0.7128974757058248,0.053475935828877004
ABOMINATION/EMIL BLO,憎恶/埃米尔·布朗斯基,男,反派,变异,通过注射超级士兵血清和伽马辐射变异，拥有远超绿巨人的力量、速度和耐力，但无法恢复人形。,是,2,无固定阵营,撒迪厄斯·罗斯将军,8,孤傲,ABOMINATION/EMIL BLO,0.0289900249376558,0.0033816571613977,7,0.6570764312699797,0.16666666666666666
"ROSENTHAL, BERNIE",伯尼·罗森塔尔,男,正派,科技,作为神盾局特工，他擅长使用高科技装备和战术分析，没有超能力，但具备出色的战斗和情报技能。,否,0,神盾局,尼克·弗瑞,3,团队合作,"ROSENTHAL, BERNIE",0.0289900249376558,0.0001816587440017,0,0.6911362975879105,0.3172043010752688
LEADER/SAM STERNS,大头目/塞缪尔·斯特恩斯,男,反派,变异,因伽马辐射变异，拥有超常智力、心灵感应、精神控制及能量投射能力，但身体脆弱。,否,0,无固定阵营（常作为独立反派或与其他反派合作）,无,8,孤傲/操控者,LEADER/SAM STERNS,0.0289900249376558,0.0007160698823649,7,0.5439697762278408,0.14516129032258066
KARNILLA [ASGARDIAN],卡尼拉,女,中立,魔法,强大的阿斯加德女巫，精通各种魔法，包括预言、变形、能量操控和心灵控制，是阿斯加德最强大的魔法使用者之一。,否,0,阿斯加德,无明确核心导师,7,孤傲,KARNILLA [ASGARDIAN],0.0288341645885286,0.0003136562652157,5,0.6569330199764982,0.03783783783783784
SELENE,赛琳娜,女,反派,魔法,古老女巫，拥有心灵感应、能量吸收、不朽生命、操控死灵等黑暗魔法能力。,否,0,地狱火俱乐部/外部者,无明确核心导师,8,孤傲/操纵者,SELENE,0.0286783042394014,0.0004824451291094,4,0.6754573532905679,0.1358695652173913
GYPSY MOTH,吉普赛蛾,女,反派,科技,通过特制服装获得飞行能力、能量投射和超强力量，擅长空中格斗和战术突袭。,否,0,邪恶大师,泽莫男爵,5,孤傲,GYPSY MOTH,0.0286783042394014,0.0003681538172995,14,0.4887740555951532,0.15760869565217392
BLACK GOLIATH/DR. WI,黑歌利亚/威廉·福斯特博士,男,正派,科技,通过皮姆粒子科技，能巨大化至约15米高，获得超强力量与耐力，但维持时间有限。,否,0,复仇者联盟,汉克·皮姆,3,团队合作,BLACK GOLIATH/DR. WI,0.0286783042394014,0.0005109261346152,14,0.6275243525778095,0.375
PILEDRIVER II/BRIAN,打桩机二世/布莱恩,男,反派,科技,佩戴机械外骨骼，大幅增强力量与耐力，能承受重击并执行高强度破坏任务。,否,0,邪恶大师,无,4,团队执行者,PILEDRIVER II/BRIAN,0.0285224438902743,0.0001608609035561,5,0.5919053623971657,0.21311475409836064
PRINCESS PYTHON/ZELD,蟒蛇公主/泽尔德,女,反派,变异,拥有与蟒蛇沟通和控制蟒蛇的能力，身体柔韧性和格斗技巧出色。,否,0,邪恶大师,无,4,孤傲,PRINCESS PYTHON/ZELD,0.0285224438902743,0.0003284899142171,0,0.6603614964270702,0.19672131147540983
LIVING TRIBUNAL,生命法庭,非人类,中立,神力,作为漫威多元宇宙的至高实体，拥有近乎全能的宇宙级力量，负责维持多元宇宙的平衡与秩序，其裁决不可违背。,否,0,无固定阵营,无,10,孤傲,LIVING TRIBUNAL,0.0285224438902743,0.0002525236021703,14,0.4763105746712304,0.060109289617486336
COLLECTOR/TANELEER T,收藏家/坦利亚·蒂万,非人类,中立,宇宙能量,拥有宇宙长老级别的强大力量，包括超长寿命、能量操控和物质重组能力，但主要专注于收集宇宙稀有物品。,是,2,宇宙长老,无明确导师,6,孤傲,COLLECTOR/TANELEER T,0.0283665835411471,0.0002589415462366,14,0.5646287414243215,0.06043956043956044
